_TRI_REL_AND_TRAN_EZ.TRI_FACILITY_ID,V_TRI_REL_AND_TRAN_EZ.FACILITY_NAME,V_TRI_REL_AND_TRAN_EZ.DOC_CTRL_NUM,V_TRI_REL_AND_TRAN_EZ.REPORTING_YEAR,V_TRI_REL_AND_TRAN_EZ.CHEM_NAME,V_TRI_REL_AND_TRAN_EZ.CAS_NUM,V_TRI_REL_AND_TRAN_EZ.ELEMENTAL_METAL_INCLUDED,V_TRI_REL_AND_TRAN_EZ.CATEGORY,V_TRI_REL_AND_TRAN_EZ.REL_EST_AMT_SUM,V_TRI_REL_AND_TRAN_EZ.CARCINOGEN,V_TRI_REL_AND_TRAN_EZ.CLEAN_AIR,V_TRI_REL_AND_TRAN_EZ.LIST_3350,V_TRI_REL_AND_TRAN_EZ.STREET_ADDRESS,V_TRI_REL_AND_TRAN_EZ.CITY_NAME,V_TRI_REL_AND_TRAN_EZ.COUNTY_NAME,V_TRI_REL_AND_TRAN_EZ.STATE_COUNTY_FIPS_CODE,V_TRI_REL_AND_TRAN_EZ.STATE_ABBR,V_TRI_REL_AND_TRAN_EZ.ZIP_CODE,V_TRI_REL_AND_TRAN_EZ.REGION,V_TRI_REL_AND_TRAN_EZ.FAC_CLOSED_IND,V_TRI_REL_AND_TRAN_EZ.ASGN_AGENCY,V_TRI_REL_AND_TRAN_EZ.ASGN_FEDERAL_IND,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_DB_NUM,V_TRI_REL_AND_TRAN_EZ.PARENT_CO_NAME,V_TRI_REL_AND_TRAN_EZ.INDUSTRY_CODE,V_TRI_REL_AND_TRAN_EZ.SIC_CODES
80011SRFRC18401,U.S. DOD USAF BUCKLEY AFB CO,1319218244782,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,TOTAL ONSITE RELEASE,34,N,Y,Y,660 S ASPEN ST MS 86,AURORA,ARAPAHOE,08005,CO,80011,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80525GLNTT4380S,AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO,1319217893611,2019,HYDROGEN FLUORIDE,7664-39-3,N,WASTE TREATMENT,42,N,Y,N,4380 ZIEGLER RD,FORT COLLINS,LARIMER,08069,CO,80525,8,0,,C,608374406,BROADCOM LTD,334,
80301MKSNS5330S,MKS INSTRUMENTS INC HPS PRO DUCTS DIV,1319217908348,2019,NICKEL,7440-02-0,N,RECYCLING,17101,Y,Y,Y,5330 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,MKS INSTRUMENTS INC,332,
8022WRCKYM581PE,WELLS CONCRETE (STRUCTURAL PLANT),1319218518114,2019,CHROMIUM,7440-47-3,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,5801 PECOS ST,DENVER,ADAMS,08001,CO,80221,8,0,,C,,No US Parent,327,
8110WTLFLS615ST,ALTA FUELS INC,1319218459562,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,POTW RELEASE,0,N,N,N,615 STATE AVE,ALAMOSA,ALAMOSA,08003,CO,81101,8,0,,C,131504342,WORLD FUEL SERVICES CORP,4247,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507046,2019,METHYL TERT-BUTYL ETHER,1634-04-4,N,ENERGY RECOVERY,64000,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80301SYNTX2075N,CORDEN PHARMA COLORADO INC,1319218507046,2019,METHYL TERT-BUTYL ETHER,1634-04-4,N,TOTAL ON OFFSITE RELEASE,3700,N,Y,N,2075 N 55TH ST,BOULDER,BOULDER,08013,CO,80301,8,0,,C,NA,CORDEN US INC,325,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259493,2019,ETHYLBENZENE,100-41-4,N,AIR FUG,258,Y,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80216KBPCL3600E,KBP COIL COATERS INC,1319217955044,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,TOTAL ON OFFSITE RELEASE,16,N,N,N,3600 E 44TH AVE,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,332,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370524,2019,COPPER COMPOUNDS,N100,N,POTW RELEASE,0,N,N,N,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
8150WFRTRR2311R,FORTERRA PRECAST CONCEPTS INC,1319218187300,2019,LEAD,7439-92-1,N,AIR FUG,.050217,Y,Y,Y,2311 RIVER RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,047663716,FORTERRA INC,327,
80903MRTND700SC,COLORADO SPRINGS UTILITIES MARTIN DRAKE POWER PLANT,1319218372821,2019,MERCURY  and MERCURY COMPOUNDS,N458,Y,SI 5.5.3B,.5,N,Y,Y,700 S CONEJOS ST,COLORADO SPRINGS,EL PASO,08041,CO,80903,8,0,,C,127711760,COLORADO SPRINGS UTILITIES,2211,
81625TRPPR65MIL,TRAPPER MINING INC,1319218207785,2019,COPPER COMPOUNDS,N100,N,AIR FUG,5,N,N,N,6.5 MILES SW OF CRAIG  LOCATED OFF STATE HWY 13,CRAIG,MOFFAT,08081,CO,81625,8,0,,C,,No US Parent,2121,
81004CFSTL225CA,EVRAZ ROCKY MOUNTAIN STEEL,1319217824352,2019,LEAD COMPOUNDS,N420,N,TOTAL ONSITE RELEASE,949,N,Y,Y,2100 S FWY,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,009106055,EVRAZ INC N.A.,331,
8042WCLMXMHIGHW,CLIMAX MOLYBDENUM CO-CLIMAX MINE,1319218063055,2019,COBALT,7440-48-4,N,POTW TREATMENT,0,Y,Y,N,HWY 91 FREMONT PASS,CLIMAX,LAKE,08065,CO,80429,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),1319218118317,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,RECYCLING,3418,N,Y,Y,569  24 1/4  RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,037810702,TOTAL HOLDINGS USA INC,325,
81503CLRDC56924,TOTAL PETROCHEMICALS & REFINING USA INC (TOTAL CRAY VALLEY),1319218118317,2019,XYLENE (MIXED ISOMERS),1330-20-7,N,POTW RELEASE,0,N,Y,Y,569  24 1/4  RD,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,037810702,TOTAL HOLDINGS USA INC,325,
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,1319217825607,2019,LEAD  and LEAD COMPOUNDS,N420,Y,OTH LANDF,4750,N,Y,Y,3500 STATE HWY 120,FLORENCE,FREMONT,08043,CO,81226,8,0,,C,608963674,HOLCIM (US) INC,327,
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,1319217825607,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,3500 STATE HWY 120,FLORENCE,FREMONT,08043,CO,81226,8,0,,C,608963674,HOLCIM (US) INC,327,
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,1319217825607,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ON OFFSITE RELEASE,4795.42,N,Y,Y,3500 STATE HWY 120,FLORENCE,FREMONT,08043,CO,81226,8,0,,C,608963674,HOLCIM (US) INC,327,
8023WCHMST515PA,CHEMSTATION DENVER,1319218410544,2019,CERTAIN GLYCOL ETHERS,N230,N,TOTAL ONSITE RELEASE,0,N,Y,N,5015 PARIS ST,DENVER,DENVER,08031,CO,80239,8,0,,C,177350279,CHEMSTATION INTERNATIONAL INC,325,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063358,2019,ETHYLBENZENE,100-41-4,N,AIR FUG,113,Y,Y,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063358,2019,ETHYLBENZENE,100-41-4,N,TOTAL ONSITE RELEASE,468,Y,Y,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
8150WMLTCH73123,MULTI-CHEM GROUP GRAND JUNCTION CO FACILITY,1319218086573,2019,CERTAIN GLYCOL ETHERS,N230,N,POTW TREATMENT,0,N,Y,N,731 23 1/4 ROAD BLG B,GRAND JUNCTION,MESA,08077,CO,81501,8,0,,C,043296920,HALLIBURTON ENERGY SERVICES INC,4246,
80002FRNTR6155W,ADVANCED SURFACE TECHNOLOGIES INC,1319218036174,2019,NITRIC ACID,7697-37-2,N,AIR STACK,599,N,N,N,6155 W 54TH AVE,ARVADA,JEFFERSON,08059,CO,80002,8,0,,C,,No US Parent,332,
80537LLWTH715DE,ALLWEATER WOOD LLC,1319217793443,2019,COPPER COMPOUNDS,N100,N,POTW TREATMENT,0,N,N,N,715 DENVER AVE,LOVELAND,LARIMER,08069,CO,80537,8,0,,C,030618586,MENDOCINO FOREST PRODUCTS CO LLC,321,
8002WPRNML6151B,PURINA ANIMAL NUTRITION LLC - COMMERCE CITY,1319217625159,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,0,N,Y,N,6151 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,806578337,LAND O LAKES INC,311,
80913FRTCRCOMMA,US ARMY FORT CARSON (CANTONMENT),1319217789799,2019,LEAD  and LEAD COMPOUNDS,N420,Y,POTW TREATMENT,0,N,Y,Y,1626 EVANS ST BUILDING 1219,FORT CARSON,EL PASO,08041,CO,809134000,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
8060WRCKYM975US,MARTIN MARIETTA BRIGHTON READY MIX,1319218213445,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,975 US HWY 85,BRIGHTON,WELD,08123,CO,80603,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941083,2019,ACROLEIN,107-02-8,N,TOTAL OFFSITE RELEASE,0,N,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80751STRLN45ANG,STERLING ETHANOL LLC,1319217941083,2019,ACROLEIN,107-02-8,N,POTW TREATMENT,0,N,Y,N,450 ANGUS AVE,STERLING,LOGAN,08075,CO,80751,8,0,,C,,No US Parent,325,
80110MRCNS1600W,AMERICAN STAINLESS STEEL CORP,1319218487039,2019,PHOSPHORUS (YELLOW OR WHITE),7723-14-0,N,POTW TREATMENT,0,N,Y,N,1600 W YALE AVE,ENGLEWOOD,ARAPAHOE,08005,CO,80110,8,0,,C,,No US Parent,332,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084945,2019,MANGANESE COMPOUNDS,N450,N,TOTAL OFFSITE RELEASE,0,N,Y,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084945,2019,MANGANESE COMPOUNDS,N450,N,POTW RELEASE,0,N,Y,N,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084541,2019,HYDROCHLORIC ACID (1995 AND AFTER "ACID AEROSOLS" ONLY),7647-01-0,N,POTW RELEASE,0,N,Y,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,1319217824275,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,AIR STACK,140,N,N,N,3960 E 56TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,078378508,PHILLIPS 66 CO,4247,
80022PHLLP3960E,PHILLIPS 66 CO DENVER TERMINAL,1319217824275,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,POTW TREATMENT,0,N,N,N,3960 E 56TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,078378508,PHILLIPS 66 CO,4247,
80105SFTYK10855,CLEAN HARBORS DEER TRAIL LLC,1319217972177,2019,NITRATE COMPOUNDS,N511,N,TOTAL OFFSITE RELEASE,0,N,N,N,108555 EAST HIGHWAY 36,DEER TRAIL,ADAMS,08001,CO,80105,8,0,,C,157793639,CLEAN HARBORS INC,562,
80216KBPCL3600E,KBP COIL COATERS INC,1319217955057,2019,CERTAIN GLYCOL ETHERS,N230,N,WASTE TREATMENT,1791,N,Y,N,3600 E 44TH AVE,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,332,
80216KBPCL3600E,KBP COIL COATERS INC,1319217955057,2019,CERTAIN GLYCOL ETHERS,N230,N,TOTAL OFFSITE RELEASE,0,N,Y,N,3600 E 44TH AVE,DENVER,DENVER,08031,CO,80216,8,0,,C,,No US Parent,332,
81004GCCRG3372L,GCC RIO GRANDE INC,1319218370625,2019,THALLIUM COMPOUNDS,N760,N,POTW TREATMENT,0,N,N,N,3372 LIME RD,PUEBLO,PUEBLO,08101,CO,81004,8,0,,C,018941164,GCC OF AMERICA,327,
80539HCHCX5600L,HACH CO LOVELAND,1319218311431,2019,LEAD,7439-92-1,N,AIR FUG,.000007,Y,Y,Y,5600 LINDBERGH DR,LOVELAND,LARIMER,08069,CO,80538,8,0,,C,,No US Parent,334,
80539HCHCX5600L,HACH CO LOVELAND,1319218311431,2019,LEAD,7439-92-1,N,AIR STACK,1.65633,Y,Y,Y,5600 LINDBERGH DR,LOVELAND,LARIMER,08069,CO,80538,8,0,,C,,No US Parent,334,
80539HCHCX5600L,HACH CO LOVELAND,1319218311431,2019,LEAD,7439-92-1,N,TOTAL ON OFFSITE RELEASE,33.8095671,Y,Y,Y,5600 LINDBERGH DR,LOVELAND,LARIMER,08069,CO,80538,8,0,,C,,No US Parent,334,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063396,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL OFFSITE RELEASE,0,N,N,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063396,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL ONSITE RELEASE,819,N,N,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
80621GLDNL1405E,GOLDEN ALUMINUM,1319218063396,2019,N-BUTYL ALCOHOL,71-36-3,N,TOTAL ON OFFSITE RELEASE,819,N,N,N,1405 E 14TH ST,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,,No US Parent,331,
81505CLTTT2306H,MINOVA USA INC,1319218194052,2019,STYRENE,100-42-5,N,POTW TREATMENT,0,Y,Y,N,2306 HWY 6 & 50,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,130382588,ORICA USA INC,325,
81505CLTTT2306H,MINOVA USA INC,1319218194052,2019,STYRENE,100-42-5,N,TOTAL ON OFFSITE RELEASE,20900,Y,Y,N,2306 HWY 6 & 50,GRAND JUNCTION,MESA,08077,CO,81505,8,0,,C,130382588,ORICA USA INC,325,
80020HNTRDNEDUE,HUNTER DOUGLAS WINDOW FASHIONS INC,1319218106666,2019,DIISOCYANATES,N120,N,TOTAL OFFSITE RELEASE,2836.06,N,Y,N,ONE DUETTE WAY,BROOMFIELD,BROOMFIELD,08014,CO,80020,8,0,,C,046188165,HUNTER DOUGLAS,337,
81006PBLCS2005L,PUBLIC SERVICE CO OF COLORADO COMANCHE STATION,1319218084628,2019,COPPER COMPOUNDS,N100,N,AIR STACK,160,N,N,N,2005 LIME RD,PUEBLO,PUEBLO,08101,CO,81006,8,0,,C,848381245,XCEL ENERGY,2211,
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,1319218213597,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,2725 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
8090WRCKYM2725C,MARTIN MARIETTA - CAPITAL FACILITY,1319218213597,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ONSITE RELEASE,.4271,N,Y,Y,2725 CAPITAL DR,COLORADO SPRINGS,EL PASO,08041,CO,80939,8,0,,C,809750912,MARTIN MARIETTA MATERIALS INC,327,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084921,2019,LEAD COMPOUNDS,N420,N,AIR FUG,.859,N,Y,Y,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
81639PBLCS12795,PUBLIC SERVICE CO OF COLORADO HAYDEN STATION,1319218084921,2019,LEAD COMPOUNDS,N420,N,TOTAL OFFSITE RELEASE,0,N,Y,Y,13125 HIGHWAY 40,HAYDEN,ROUTT,08107,CO,81639,8,0,,C,848381245,XCEL ENERGY,2211,
80011SRFRC18401,U.S. DOD USAF BUCKLEY AFB CO,1319218244768,2019,ETHYLBENZENE,100-41-4,N,WASTE TREATMENT,.4,Y,Y,N,660 S ASPEN ST MS 86,AURORA,ARAPAHOE,08005,CO,80011,8,0,DOD,F,NA,US DEPARTMENT OF DEFENSE,999,
80631BRDNN45025,SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,1319217882303,2019,NITRIC ACID,7697-37-2,N,POTW NON METALS,500,N,N,N,450 25TH ST,GREELEY,WELD,08123,CO,80631,8,0,,C,929182210,DEAN FOODS CO,311,
80631BRDNN45025,SOUTHERN FOODS GROUP LLC D/B/A MEADOW GOLD DAIRIES,1319217882303,2019,NITRIC ACID,7697-37-2,N,TOTAL OFFSITE RELEASE,0,N,N,N,450 25TH ST,GREELEY,WELD,08123,CO,80631,8,0,,C,929182210,DEAN FOODS CO,311,
80301NPRBT4884S,CORDEN PHARMA BOULDER,1319218454662,2019,METHANOL,67-56-1,N,AIR FUG,250,N,Y,N,4884 STERLING DR,BOULDER,BOULDER,08013,CO,80301,8,0,,C,,No US Parent,325,
8063WNLCCM2696T,NALCO COMPANY-GREELEY,1319218157600,2019,METHANOL,67-56-1,N,TOTAL OFFSITE RELEASE,0,N,Y,N,26960 TRANSPORTATION DRIVE,GREELEY,WELD,08123,CO,80631,8,0,,C,006154611,ECOLAB INC,4246,
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,1319218102503,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL OFFSITE RELEASE,0,N,Y,Y,19302 COUNTY RD 3,PARSHALL,GRAND,08049,CO,80468,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
80468CLMXM19302,CLIMAX MOLYBDENUM CO HENDERSON MILL,1319218102503,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ON OFFSITE RELEASE,1060067.7,N,Y,Y,19302 COUNTY RD 3,PARSHALL,GRAND,08049,CO,80468,8,0,,C,187122973,FREEPORT-MCMORAN INC,2122,
8100WLTFLS1739E,ALTA FUELS LLC - PUEBLO PLANT,1319218457265,2019,TOLUENE,108-88-3,N,AIR STACK,296,N,Y,N,1739 E PLATTEVILLE BLVD,PUEBLO,PUEBLO,08101,CO,81007,8,0,,C,131504342,WORLD FUEL SERVICES CORP,4247,
80239MLHGH11100,MILE HIGH EQUIPMENT LLC,1319217887417,2019,COPPER  and COPPER COMPOUNDS,N100,Y,TOTAL ONSITE RELEASE,0,N,N,N,11100 E 45TH AVE,DENVER,DENVER,08031,CO,80239,8,0,,C,079803309,ALI GROUP NA,333,
8065WRRRGN6788S,AURORA ORGANIC DAIRY,1319217778113,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,10,N,N,N,6788 SH66,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,,No US Parent,311,
80631MNFRT100NO,SWIFT BEEF CO,1319218467431,2019,PERACETIC ACID,79-21-0,N,TOTAL OFFSITE RELEASE,0,N,N,N,800 N 8TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,048124978,JBS USA LLC,311,
80631MNFRT100NO,SWIFT BEEF CO,1319218467431,2019,PERACETIC ACID,79-21-0,N,TOTAL ONSITE RELEASE,0,N,N,N,800 N 8TH AVE,GREELEY,WELD,08123,CO,80631,8,0,,C,048124978,JBS USA LLC,311,
80120NCRCT8192S,UNICIRCUIT INC,1319218143396,2019,FORMALDEHYDE,50-00-0,N,POTW NON METALS,100.76,Y,Y,N,8192 S PARK LN,LITTLETON,ARAPAHOE,08005,CO,80120,8,0,,C,042352922,ANAREN INC,334,
80120NCRCT8192S,UNICIRCUIT INC,1319218143396,2019,FORMALDEHYDE,50-00-0,N,TOTAL OFFSITE RELEASE,1.12,Y,Y,N,8192 S PARK LN,LITTLETON,ARAPAHOE,08005,CO,80120,8,0,,C,042352922,ANAREN INC,334,
8061WMLTCH1CHRI,MULTI-CHEM GROUP EATON CO FACILITY,1319218040881,2019,METHANOL,67-56-1,N,POTW RELEASE,0,N,Y,N,100 CHRISTENSEN AVE,EATON,WELD,08123,CO,80615,8,0,,C,043296920,HALLIBURTON ENERGY SERVICES INC,4246,
8062WPLTTH3281R,PILOT THOMAS LOGISTICS - FORT LUPTON,1319218359457,2019,NAPHTHALENE,91-20-3,N,TOTAL OFFSITE RELEASE,0,Y,Y,N,3281 RD 27,FORT LUPTON,WELD,08123,CO,80621,8,0,,C,079811123,MAXUM ENTERPRISES LLC,4247,
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,1319217825583,2019,AMMONIA,7664-41-7,N,TOTAL OFFSITE RELEASE,0,N,N,N,3500 STATE HWY 120,FLORENCE,FREMONT,08043,CO,81226,8,0,,C,608963674,HOLCIM (US) INC,327,
81226HLNMN3500S,HOLCIM (US) INC PORTLAND PLANT,1319217825583,2019,AMMONIA,7664-41-7,N,POTW TREATMENT,0,N,N,N,3500 STATE HWY 120,FLORENCE,FREMONT,08043,CO,81226,8,0,,C,608963674,HOLCIM (US) INC,327,
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,1319218430181,2019,FORMALDEHYDE,50-00-0,N,AIR STACK,1700,Y,Y,N,17755 W 32ND AVE,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,332,
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,1319218430181,2019,FORMALDEHYDE,50-00-0,N,POTW RELEASE,0,Y,Y,N,17755 W 32ND AVE,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,332,
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,1319218430181,2019,FORMALDEHYDE,50-00-0,N,TOTAL ONSITE RELEASE,1705,Y,Y,N,17755 W 32ND AVE,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,332,
8050WGGRGT12248,AGGREGATE INDUSTRIES WCR INC FIRESTONE READY MIX PLANT,1319217805542,2019,NITRATE COMPOUNDS,N511,N,TOTAL ON OFFSITE RELEASE,0,N,N,N,12248 COUNTY ROAD 15,LONGMONT,WELD,08123,CO,80504,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80022KCHPR4310E,BKEP MATERIALS LLC-DENVER,1319217720022,2019,BENZO(G H I)PERYLENE,191-24-2,N,POTW TREATMENT,0,N,Y,N,4310 E 60TH AVE,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,NA,BLUEKNIGHT ENERGY PARTNERS LP,324,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259455,2019,COPPER COMPOUNDS,N100,N,TOTAL ON OFFSITE RELEASE,70.35,N,N,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80817RYNXN14020,COLORADO SPRINGS UTILITIES RAY NIXON POWER PLANT,1319218420469,2019,LEAD  and LEAD COMPOUNDS,N420,Y,TOTAL ON OFFSITE RELEASE,3887.6,N,Y,Y,6598 RAY NIXON RD,FOUNTAIN,EL PASO,08041,CO,80817,8,0,,C,127711706,COLORADO SPRINGS UTILITIES,2211,
80022CNCDN5801B,SUNCOR ENERGY COMMERCE CITY REFINERY,1319218259404,2019,1 3-BUTADIENE,106-99-0,N,TOTAL ONSITE RELEASE,70,Y,Y,N,5801 BRIGHTON BLVD,COMMERCE CITY,ADAMS,08001,CO,80022,8,0,,C,241804681,SUNCOR ENERGY (USA) INC,324,
80504GGRGT114E3,AGGREGATE INDUSTRIES WCR INC SAND CREEK READY MIX PLANT,1319217808942,2019,MERCURY COMPOUNDS,N458,N,POTW TREATMENT,0,N,Y,Y,11400 E 33RD AVE,AURORA,ADAMS,08001,CO,80010,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
80504GGRGT114E3,AGGREGATE INDUSTRIES WCR INC SAND CREEK READY MIX PLANT,1319217808942,2019,MERCURY COMPOUNDS,N458,N,TOTAL ON OFFSITE RELEASE,0,N,Y,Y,11400 E 33RD AVE,AURORA,ADAMS,08001,CO,80010,8,0,,C,128734949,AGGREGATE INDUSTRIES MANAGEMENT INC,327,
81626TRSTT2201R,TRI-STATE GENERATION & TRANSMISSION-CRAIG STATION,1319218014621,2019,VANADIUM COMPOUNDS,N770,N,TOTAL ONSITE RELEASE,87.28,N,N,N,2101 S RANNEY ST,CRAIG,MOFFAT,08081,CO,81626,8,0,,C,,No US Parent,2211,
80401VLLYM17755,ROCKY MOUNTAIN METAL CONTAINER,1319218430179,2019,SULFURIC ACID (1994 AND AFTER "ACID AEROSOLS" ONLY),7664-93-9,N,POTW TREATMENT,0,N,N,N,17755 W 32ND AVE,GOLDEN,JEFFERSON,08059,CO,80401,8,0,,C,NA,MOLSON COORS LLC,332,
8050WGLNTP751EA,AGILENT APOTHECARY,1319218144525,2019,TOLUENE,108-88-3,N,POTW NON METALS,19352.503952,N,Y,N,7051 EAGLE BLVD,FREDERICK,WELD,08123,CO,80504,8,0,,C,084963177,AGILENT TECHNOLOGIES INC,325,
80550VSTSB1114E,VESTAS BLADES AMERICA INC WINDSOR,1319218029902,2019,DIISOCYANATES,N120,N,POTW RELEASE,0,N,Y,N,11140 EASTMAN PARK DR,WINDSOR,WELD,08123,CO,80550,8,0,,C,004901651,VESTAS BLADES AMERICA INC,333,
8065WRRRGN6788S,AURORA ORGANIC DAIRY,1319217778125,2019,NITRIC ACID,7697-37-2,N,AIR FUG,5,N,N,N,6788 SH66,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,,No US Parent,311,
8065WRRRGN6788S,AURORA ORGANIC DAIRY,1319217778125,2019,NITRIC ACID,7697-37-2,N,TOTAL OFFSITE RELEASE,0,N,N,N,6788 SH66,PLATTEVILLE,WELD,08123,CO,80651,8,0,,C,,No US Parent,311,
81007NTRST646NS,INTERSTATE CHEMICAL CO INC,1319217895046,2019,1 2 4-TRIMETHYLBENZENE,95-63-6,N,AIR FUG,8.9,N,N,N,646 N STATES AVE,PUEBLO WEST,PUEBLO,08101,CO,81007,8,0,,C,NA,INTERSTATE CHEMICAL CO INC,4246,
